[2026-08-18T18:37:18.400+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2026-08-18T18:37:18.413+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: update_db.core_table manual__2026-08-18T18:37:02.256514+00:00 [queued]>
[2026-08-18T18:37:18.421+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: update_db.core_table manual__2026-08-18T18:37:02.256514+00:00 [queued]>
[2026-08-18T18:37:18.423+0000] {taskinstance.py:2866} INFO - Starting attempt 1 of 1
[2026-08-18T18:37:21.582+0000] {data_modification.py:83} INFO - Updated row with Video_ID: PgFFJ_CLQPM
[2026-08-18T18:37:21.585+0000] {data_modification.py:83} INFO - Updated row with Video_ID: -40VKMDl2x4
[2026-08-18T18:37:21.589+0000] {data_modification.py:83} INFO - Updated row with Video_ID: IhssiXQMLUM
[2026-08-18T18:37:21.592+0000] {data_modification.py:83} INFO - Updated row with Video_ID: wK7UUfJBbW8
[2026-08-18T18:37:21.595+0000] {data_modification.py:83} INFO - Updated row with Video_ID: E8QYIC6WVvY
[2026-08-18T18:37:21.598+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 2Gp2jqpPOas
[2026-08-18T18:37:21.601+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 9f_UL8BH9ZA
[2026-08-18T18:37:21.605+0000] {data_modification.py:83} INFO - Updated row with Video_ID: EMmwfjhR5JY
[2026-08-18T18:37:21.608+0000] {data_modification.py:83} INFO - Updated row with Video_ID: IKUGgkHRypg
[2026-08-18T18:37:21.611+0000] {data_modification.py:83} INFO - Updated row with Video_ID: bLWK7lsZp3U
[2026-08-18T18:37:21.615+0000] {data_modification.py:83} INFO - Updated row with Video_ID: z_k5keq1qKs
[2026-08-18T18:37:21.639+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 8vuGXlsW2rk
[2026-08-18T18:37:21.643+0000] {data_modification.py:83} INFO - Updated row with Video_ID: YgSbMW235Yk
[2026-08-18T18:37:21.646+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 3UPw6vuziEE
[2026-08-18T18:37:21.650+0000] {data_modification.py:83} INFO - Updated row with Video_ID: leeLTPxN8lo
[2026-08-18T18:37:21.654+0000] {data_modification.py:83} INFO - Updated row with Video_ID: A4fVaHlGjAs
[2026-08-18T18:37:21.657+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Z3iCvANHu0Q
[2026-08-18T18:37:21.661+0000] {data_modification.py:83} INFO - Updated row with Video_ID: cRprPuKwkyY
[2026-08-18T18:37:21.664+0000] {data_modification.py:83} INFO - Updated row with Video_ID: YIszsqhLGIs
[2026-08-18T18:37:21.667+0000] {data_modification.py:83} INFO - Updated row with Video_ID: zlNQ7q0SSRw
[2026-08-18T18:37:21.670+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 2cxPeFL2GEY
[2026-08-18T18:37:21.674+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 0-FUhQKe-eU
[2026-08-18T18:37:21.677+0000] {data_modification.py:83} INFO - Updated row with Video_ID: wV8Gcv45Wb0
[2026-08-18T18:37:21.680+0000] {data_modification.py:83} INFO - Updated row with Video_ID: gLoLW6r_O8U
[2026-08-18T18:37:21.685+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 5QBkK11ED9Q
[2026-08-18T18:37:21.688+0000] {data_modification.py:83} INFO - Updated row with Video_ID: YkuAm0ZLTfY
[2026-08-18T18:37:21.691+0000] {data_modification.py:83} INFO - Updated row with Video_ID: BnMITKdPhXg
[2026-08-18T18:37:21.695+0000] {data_modification.py:83} INFO - Updated row with Video_ID: sfyuqhp7M80
[2026-08-18T18:37:21.698+0000] {data_modification.py:83} INFO - Updated row with Video_ID: z8AhJlRVJZI
[2026-08-18T18:37:21.702+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 71xri_SCszU
[2026-08-18T18:37:21.706+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 20_sCsJ8NA0
[2026-08-18T18:37:21.710+0000] {data_modification.py:83} INFO - Updated row with Video_ID: xh2tA8yf3hU
[2026-08-18T18:37:21.714+0000] {data_modification.py:83} INFO - Updated row with Video_ID: m1DQx1_mweE
[2026-08-18T18:37:21.718+0000] {data_modification.py:83} INFO - Updated row with Video_ID: WNdSw0vzzOs
[2026-08-18T18:37:21.723+0000] {data_modification.py:83} INFO - Updated row with Video_ID: we9VSegCFyo
[2026-08-18T18:37:21.727+0000] {data_modification.py:83} INFO - Updated row with Video_ID: NB4TlMvCqJY
[2026-08-18T18:37:21.730+0000] {data_modification.py:83} INFO - Updated row with Video_ID: BWu-VAuok3Y
[2026-08-18T18:37:21.734+0000] {data_modification.py:83} INFO - Updated row with Video_ID: mdNplEYgGV8
[2026-08-18T18:37:21.737+0000] {data_modification.py:83} INFO - Updated row with Video_ID: r8pDXO6zRUg
[2026-08-18T18:37:21.740+0000] {data_modification.py:83} INFO - Updated row with Video_ID: q_xbvQdkqZw
[2026-08-18T18:37:21.744+0000] {data_modification.py:83} INFO - Updated row with Video_ID: gj7oiYJkFcc
[2026-08-18T18:37:21.747+0000] {data_modification.py:83} INFO - Updated row with Video_ID: xoZw93EHxSw
[2026-08-18T18:37:21.751+0000] {data_modification.py:83} INFO - Updated row with Video_ID: LYvLh1NDVNs
[2026-08-18T18:37:21.754+0000] {data_modification.py:83} INFO - Updated row with Video_ID: yQ_6xi__utU
[2026-08-18T18:37:21.757+0000] {data_modification.py:83} INFO - Updated row with Video_ID: lx-S1WiqwTc
[2026-08-18T18:37:21.760+0000] {data_modification.py:83} INFO - Updated row with Video_ID: D4184a_RTJI
[2026-08-18T18:37:21.764+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 8Ssx232ZXa4
[2026-08-18T18:37:21.767+0000] {data_modification.py:83} INFO - Updated row with Video_ID: EwXRBUvKPBs
[2026-08-18T18:37:21.771+0000] {data_modification.py:83} INFO - Updated row with Video_ID: kde-4jnnHNk
[2026-08-18T18:37:21.774+0000] {data_modification.py:83} INFO - Updated row with Video_ID: jFXxHwTwlRg
[2026-08-18T18:37:21.777+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 7_VNqBeRQd0
[2026-08-18T18:37:21.780+0000] {data_modification.py:83} INFO - Updated row with Video_ID: z5KAKDuvXD4
[2026-08-18T18:37:21.784+0000] {data_modification.py:83} INFO - Updated row with Video_ID: IHBDe-MKS8Q
[2026-08-18T18:37:21.787+0000] {data_modification.py:83} INFO - Updated row with Video_ID: BY2C3liFlU4
[2026-08-18T18:37:21.790+0000] {data_modification.py:83} INFO - Updated row with Video_ID: sMuheiO3E-U
[2026-08-18T18:37:21.793+0000] {data_modification.py:83} INFO - Updated row with Video_ID: ud6TOa3G_Go
[2026-08-18T18:37:21.796+0000] {data_modification.py:83} INFO - Updated row with Video_ID: GnYmmUkO4qQ
[2026-08-18T18:37:21.799+0000] {data_modification.py:83} INFO - Updated row with Video_ID: FsIUH_kV-gY
[2026-08-18T18:37:21.803+0000] {data_modification.py:83} INFO - Updated row with Video_ID: R4IDFZ3ja9k
[2026-08-18T18:37:21.806+0000] {data_modification.py:83} INFO - Updated row with Video_ID: PetV_jKmpEg
[2026-08-18T18:37:21.809+0000] {data_modification.py:83} INFO - Updated row with Video_ID: XzMcJR2UFE4
[2026-08-18T18:37:21.812+0000] {data_modification.py:83} INFO - Updated row with Video_ID: sYtkfS4wo3s
[2026-08-18T18:37:21.815+0000] {data_modification.py:83} INFO - Updated row with Video_ID: WJV8PaL_8-g
[2026-08-18T18:37:21.819+0000] {data_modification.py:83} INFO - Updated row with Video_ID: PGX-a7wWsfo
[2026-08-18T18:37:21.822+0000] {data_modification.py:83} INFO - Updated row with Video_ID: N9CiAfXrrPg
[2026-08-18T18:37:21.825+0000] {data_modification.py:83} INFO - Updated row with Video_ID: jrRtVtRcwDA
[2026-08-18T18:37:21.829+0000] {data_modification.py:83} INFO - Updated row with Video_ID: QY6yHJC2DIE
[2026-08-18T18:37:21.832+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 0npa2x2aVek
[2026-08-18T18:37:21.835+0000] {data_modification.py:83} INFO - Updated row with Video_ID: rdc-toYy_90
[2026-08-18T18:37:21.838+0000] {data_modification.py:83} INFO - Updated row with Video_ID: T4CTPjKZ8j0
[2026-08-18T18:37:21.842+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Okg3ujCxEnw
[2026-08-18T18:37:21.845+0000] {data_modification.py:83} INFO - Updated row with Video_ID: VIbLpdxPB2g
[2026-08-18T18:37:21.848+0000] {data_modification.py:83} INFO - Updated row with Video_ID: u-3Qf9-LEoE
[2026-08-18T18:37:21.851+0000] {data_modification.py:83} INFO - Updated row with Video_ID: e1Rj4UCisEk
[2026-08-18T18:37:21.855+0000] {data_modification.py:83} INFO - Updated row with Video_ID: PUr7-Kg36M8
[2026-08-18T18:37:21.858+0000] {data_modification.py:83} INFO - Updated row with Video_ID: E6gJozQEvfs
[2026-08-18T18:37:21.861+0000] {data_modification.py:83} INFO - Updated row with Video_ID: UCKqNBZbjmw
[2026-08-18T18:37:21.865+0000] {data_modification.py:83} INFO - Updated row with Video_ID: bRXA6myu4zc
[2026-08-18T18:37:21.868+0000] {data_modification.py:83} INFO - Updated row with Video_ID: zSezq0KRgjo
[2026-08-18T18:37:21.872+0000] {data_modification.py:83} INFO - Updated row with Video_ID: nNVm9hRNVKY
[2026-08-18T18:37:21.876+0000] {data_modification.py:83} INFO - Updated row with Video_ID: _yxZkzJFZIQ
[2026-08-18T18:37:21.879+0000] {data_modification.py:83} INFO - Updated row with Video_ID: QkxkL6Hq8eU
[2026-08-18T18:37:21.892+0000] {data_modification.py:83} INFO - Updated row with Video_ID: E3oG313_kps
[2026-08-18T18:37:21.896+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Vjo75RHTyeQ
[2026-08-18T18:37:21.899+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 71AXHaLA8LQ
[2026-08-18T18:37:21.902+0000] {data_modification.py:83} INFO - Updated row with Video_ID: _-riyNdYtP8
[2026-08-18T18:37:21.906+0000] {data_modification.py:83} INFO - Updated row with Video_ID: AbkmNUlkVtE
[2026-08-18T18:37:21.910+0000] {data_modification.py:83} INFO - Updated row with Video_ID: GNGOGRLuDuc
[2026-08-18T18:37:21.914+0000] {data_modification.py:83} INFO - Updated row with Video_ID: aeOCLTgX5Ss
[2026-08-18T18:37:21.917+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 5FYlSWbdsQg
[2026-08-18T18:37:21.920+0000] {data_modification.py:83} INFO - Updated row with Video_ID: a5z3Mu313k4
[2026-08-18T18:37:21.924+0000] {data_modification.py:83} INFO - Updated row with Video_ID: UzIH-osgcLo
[2026-08-18T18:37:21.927+0000] {data_modification.py:83} INFO - Updated row with Video_ID: ohSbY-mERJ0
[2026-08-18T18:37:21.931+0000] {data_modification.py:83} INFO - Updated row with Video_ID: NLLbRsN3-Jc
[2026-08-18T18:37:21.935+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 7QjqotwmuCs
[2026-08-18T18:37:21.939+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 3kLouMWROSg
[2026-08-18T18:37:21.943+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 6IRTqXfKSfc
[2026-08-18T18:37:21.946+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Zw_1fYAuwE8
[2026-08-18T18:37:21.950+0000] {data_modification.py:83} INFO - Updated row with Video_ID: p4z2JTtTIqQ
[2026-08-18T18:37:21.953+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 2jUNkslI9gE
[2026-08-18T18:37:21.957+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 0jZ7GpjnlGE
[2026-08-18T18:37:21.960+0000] {data_modification.py:83} INFO - Updated row with Video_ID: zMXn5_nbGJs
[2026-08-18T18:37:21.964+0000] {data_modification.py:83} INFO - Updated row with Video_ID: r33vEVmjmTk
[2026-08-18T18:37:21.967+0000] {data_modification.py:83} INFO - Updated row with Video_ID: z2zoHLDuFfI
[2026-08-18T18:37:21.971+0000] {data_modification.py:83} INFO - Updated row with Video_ID: ZU_Ilxn-qEI
[2026-08-18T18:37:21.974+0000] {data_modification.py:83} INFO - Updated row with Video_ID: h7V-cfkihNU
[2026-08-18T18:37:21.977+0000] {data_modification.py:83} INFO - Updated row with Video_ID: y39gxQS_TsM
[2026-08-18T18:37:21.981+0000] {data_modification.py:83} INFO - Updated row with Video_ID: kr5CthExmB0
[2026-08-18T18:37:21.985+0000] {data_modification.py:83} INFO - Updated row with Video_ID: F2yu8GeeIAw
[2026-08-18T18:37:21.988+0000] {data_modification.py:83} INFO - Updated row with Video_ID: FweUFTz7LYk
[2026-08-18T18:37:21.994+0000] {data_modification.py:83} INFO - Updated row with Video_ID: ndTkM5X7msg
[2026-08-18T18:37:21.997+0000] {data_modification.py:83} INFO - Updated row with Video_ID: jAZtATAb4TY
[2026-08-18T18:37:22.001+0000] {data_modification.py:83} INFO - Updated row with Video_ID: sWXrQhVogsA
[2026-08-18T18:37:22.005+0000] {data_modification.py:83} INFO - Updated row with Video_ID: gZk6Ur8U3do
[2026-08-18T18:37:22.008+0000] {data_modification.py:83} INFO - Updated row with Video_ID: X1hgEZKw5ek
[2026-08-18T18:37:22.011+0000] {data_modification.py:83} INFO - Updated row with Video_ID: MLni5qW8kn4
[2026-08-18T18:37:22.014+0000] {data_modification.py:83} INFO - Updated row with Video_ID: aUKY3z0CSSo
[2026-08-18T18:37:22.021+0000] {data_modification.py:83} INFO - Updated row with Video_ID: ppWYc-RWLG8
[2026-08-18T18:37:22.024+0000] {data_modification.py:83} INFO - Updated row with Video_ID: DKmCx3LGVqc
[2026-08-18T18:37:22.027+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 8AUd8lmbOAQ
[2026-08-18T18:37:22.031+0000] {data_modification.py:83} INFO - Updated row with Video_ID: eGgd-0nv49A
[2026-08-18T18:37:22.036+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 46NbyTDD2OI
[2026-08-18T18:37:22.039+0000] {data_modification.py:83} INFO - Updated row with Video_ID: gIY_2da2VzA
[2026-08-18T18:37:22.043+0000] {data_modification.py:83} INFO - Updated row with Video_ID: WoR2NGxojnE
[2026-08-18T18:37:22.046+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 4xg2FOscsVE
[2026-08-18T18:37:22.049+0000] {data_modification.py:83} INFO - Updated row with Video_ID: AFzQKSXxG-o
[2026-08-18T18:37:22.053+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 38rQkVCn75M
[2026-08-18T18:37:22.056+0000] {data_modification.py:83} INFO - Updated row with Video_ID: THGefY77N8I
[2026-08-18T18:37:22.060+0000] {data_modification.py:83} INFO - Updated row with Video_ID: jkBXlbe9pbc
[2026-08-18T18:37:22.064+0000] {data_modification.py:83} INFO - Updated row with Video_ID: MuBT7Nccyao
[2026-08-18T18:37:22.067+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Hei6CIowr3Y
[2026-08-18T18:37:22.071+0000] {data_modification.py:83} INFO - Updated row with Video_ID: dCaL4Afb7_4
[2026-08-18T18:37:22.074+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Q4TWkjKfXv8
[2026-08-18T18:37:22.078+0000] {data_modification.py:83} INFO - Updated row with Video_ID: T6Ctk5OCYTQ
[2026-08-18T18:37:22.082+0000] {data_modification.py:83} INFO - Updated row with Video_ID: ygIbo23Lijs
[2026-08-18T18:37:22.086+0000] {data_modification.py:83} INFO - Updated row with Video_ID: -XsznJ-w1do
[2026-08-18T18:37:22.089+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 4F1azWFXyaU
[2026-08-18T18:37:22.093+0000] {data_modification.py:83} INFO - Updated row with Video_ID: OTcfAG7cPF4
[2026-08-18T18:37:22.096+0000] {data_modification.py:83} INFO - Updated row with Video_ID: KsM-ZIeFVAw
[2026-08-18T18:37:22.100+0000] {data_modification.py:83} INFO - Updated row with Video_ID: nfdkEKNadEE
[2026-08-18T18:37:22.104+0000] {data_modification.py:83} INFO - Updated row with Video_ID: gwNXIT4DhYg
[2026-08-18T18:37:22.108+0000] {data_modification.py:83} INFO - Updated row with Video_ID: FdWqEvpmiDg
[2026-08-18T18:37:22.111+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 5hi4X6uULbg
[2026-08-18T18:37:22.114+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 61e-USQyGeY
[2026-08-18T18:37:22.117+0000] {data_modification.py:83} INFO - Updated row with Video_ID: kcXtCoW6CwU
[2026-08-18T18:37:22.127+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Q_s0jc1lxfI
[2026-08-18T18:37:22.131+0000] {data_modification.py:83} INFO - Updated row with Video_ID: mbgn72lIYLo
[2026-08-18T18:37:22.134+0000] {data_modification.py:83} INFO - Updated row with Video_ID: kREl-WnfAw4
[2026-08-18T18:37:22.138+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 6gU7j1Mehgo
[2026-08-18T18:37:22.141+0000] {data_modification.py:83} INFO - Updated row with Video_ID: vBqy_e1h83Q
[2026-08-18T18:37:22.144+0000] {data_modification.py:83} INFO - Updated row with Video_ID: w-kHX-YZ9wg
[2026-08-18T18:37:22.147+0000] {data_modification.py:83} INFO - Updated row with Video_ID: G0Iibyfxwis
[2026-08-18T18:37:22.150+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 4N4X43yZGrE
[2026-08-18T18:37:22.154+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 0WjYJGwWCX8
[2026-08-18T18:37:22.157+0000] {data_modification.py:83} INFO - Updated row with Video_ID: _WMumo_XbNU
[2026-08-18T18:37:22.160+0000] {data_modification.py:83} INFO - Updated row with Video_ID: HAXQdV1GTA4
[2026-08-18T18:37:22.163+0000] {data_modification.py:83} INFO - Updated row with Video_ID: JiuEVw45_Ac
[2026-08-18T18:37:22.166+0000] {data_modification.py:83} INFO - Updated row with Video_ID: T0T6YroBPE0
[2026-08-18T18:37:22.170+0000] {data_modification.py:83} INFO - Updated row with Video_ID: -4lvgpX28CY
[2026-08-18T18:37:22.173+0000] {data_modification.py:83} INFO - Updated row with Video_ID: vLU3aTFPalk
[2026-08-18T18:37:22.176+0000] {data_modification.py:83} INFO - Updated row with Video_ID: QXlcH4QCbGk
[2026-08-18T18:37:22.179+0000] {data_modification.py:83} INFO - Updated row with Video_ID: D8GQ0Dzzlr4
[2026-08-18T18:37:22.182+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 2MKsmr76zLs
[2026-08-18T18:37:22.186+0000] {data_modification.py:83} INFO - Updated row with Video_ID: pZNNGgCDKI8
[2026-08-18T18:37:22.189+0000] {data_modification.py:83} INFO - Updated row with Video_ID: PJnrwzmRGXs
[2026-08-18T18:37:22.192+0000] {data_modification.py:83} INFO - Updated row with Video_ID: eMRfRCcNtY4
[2026-08-18T18:37:22.195+0000] {data_modification.py:83} INFO - Updated row with Video_ID: aN8IB3VkKH8
[2026-08-18T18:37:22.199+0000] {data_modification.py:83} INFO - Updated row with Video_ID: ItCQjfeR7bE
[2026-08-18T18:37:22.202+0000] {data_modification.py:83} INFO - Updated row with Video_ID: GEkA8Eeqeuc
[2026-08-18T18:37:22.206+0000] {data_modification.py:83} INFO - Updated row with Video_ID: pjnu2KTBYCU
[2026-08-18T18:37:22.209+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Z2u_N06mhTM
[2026-08-18T18:37:22.212+0000] {data_modification.py:83} INFO - Updated row with Video_ID: q4--eli2vBk
[2026-08-18T18:37:22.215+0000] {data_modification.py:83} INFO - Updated row with Video_ID: VAa_x7-3Cp4
[2026-08-18T18:37:22.219+0000] {data_modification.py:83} INFO - Updated row with Video_ID: RPnllDiXryM
[2026-08-18T18:37:22.222+0000] {data_modification.py:83} INFO - Updated row with Video_ID: z3RjpYAmsss
[2026-08-18T18:37:22.225+0000] {data_modification.py:83} INFO - Updated row with Video_ID: a68ke61TQUk
[2026-08-18T18:37:22.228+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 9HayplMrh8s
[2026-08-18T18:37:22.231+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 3bzsPuq_rBE
[2026-08-18T18:37:22.235+0000] {data_modification.py:83} INFO - Updated row with Video_ID: yP-fJMqWYCI
[2026-08-18T18:37:22.238+0000] {data_modification.py:83} INFO - Updated row with Video_ID: B24Eib3kag8
[2026-08-18T18:37:22.241+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 2HEbyupSdgo
[2026-08-18T18:37:22.244+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Kzto8yKmRn4
[2026-08-18T18:37:22.247+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 7NnInGdCXIY
[2026-08-18T18:37:22.251+0000] {data_modification.py:83} INFO - Updated row with Video_ID: y43t9zahJRo
[2026-08-18T18:37:22.254+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 8MtboUDeBSc
[2026-08-18T18:37:22.258+0000] {data_modification.py:83} INFO - Updated row with Video_ID: dR361ulqYSM
[2026-08-18T18:37:22.261+0000] {data_modification.py:83} INFO - Updated row with Video_ID: DJLH3lBnqqo
[2026-08-18T18:37:22.264+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Ie85Ngf6Qts
[2026-08-18T18:37:22.268+0000] {data_modification.py:83} INFO - Updated row with Video_ID: uGUJUeWEPpo
[2026-08-18T18:37:22.271+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 8MAOSB9sKqA
[2026-08-18T18:37:22.274+0000] {data_modification.py:83} INFO - Updated row with Video_ID: JxcRlHzFbaw
[2026-08-18T18:37:22.277+0000] {data_modification.py:83} INFO - Updated row with Video_ID: EeXOBZDwGMY
[2026-08-18T18:37:22.280+0000] {data_modification.py:83} INFO - Updated row with Video_ID: mcS4MdSUsC8
[2026-08-18T18:37:22.284+0000] {data_modification.py:83} INFO - Updated row with Video_ID: PIPU1Q_p2fo
[2026-08-18T18:37:22.287+0000] {data_modification.py:83} INFO - Updated row with Video_ID: sN4mfM8C1fg
[2026-08-18T18:37:22.290+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Qz_lJh57l80
[2026-08-18T18:37:22.293+0000] {data_modification.py:83} INFO - Updated row with Video_ID: kgLcrYpSnIU
[2026-08-18T18:37:22.296+0000] {data_modification.py:83} INFO - Updated row with Video_ID: S6h0DHyy2y0
[2026-08-18T18:37:22.300+0000] {data_modification.py:83} INFO - Updated row with Video_ID: cJeeq30GX7w
[2026-08-18T18:37:22.303+0000] {data_modification.py:83} INFO - Updated row with Video_ID: biB111TfDI4
[2026-08-18T18:37:22.306+0000] {data_modification.py:83} INFO - Updated row with Video_ID: BiBPu2SIFtg
[2026-08-18T18:37:22.309+0000] {data_modification.py:83} INFO - Updated row with Video_ID: VFKQb8b7H3k
[2026-08-18T18:37:22.313+0000] {data_modification.py:83} INFO - Updated row with Video_ID: PuhuMyd0P1M
[2026-08-18T18:37:22.316+0000] {data_modification.py:83} INFO - Updated row with Video_ID: SQk4_p0j71c
[2026-08-18T18:37:22.321+0000] {data_modification.py:83} INFO - Updated row with Video_ID: eBwg3FS1ASA
[2026-08-18T18:37:22.324+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 4IiDP7GKdtc
[2026-08-18T18:37:22.327+0000] {data_modification.py:83} INFO - Updated row with Video_ID: iYRxmW84RQg
[2026-08-18T18:37:22.330+0000] {data_modification.py:83} INFO - Updated row with Video_ID: vzXOSxNTmoI
[2026-08-18T18:37:22.334+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 0daiK7nyr3Y
[2026-08-18T18:37:22.337+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Ez2Yq1BJXBQ
[2026-08-18T18:37:22.340+0000] {data_modification.py:83} INFO - Updated row with Video_ID: WG7wihryVbE
[2026-08-18T18:37:22.343+0000] {data_modification.py:83} INFO - Updated row with Video_ID: RqH0px3NIOw
[2026-08-18T18:37:22.347+0000] {data_modification.py:83} INFO - Updated row with Video_ID: JTliDkQYKwI
[2026-08-18T18:37:22.350+0000] {data_modification.py:83} INFO - Updated row with Video_ID: eeHX_QmPDho
[2026-08-18T18:37:22.353+0000] {data_modification.py:83} INFO - Updated row with Video_ID: suiFG_qSOdY
[2026-08-18T18:37:22.356+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 2ZNzIdjljVM
[2026-08-18T18:37:22.363+0000] {data_modification.py:83} INFO - Updated row with Video_ID: xD63TqCq-1M
[2026-08-18T18:37:22.366+0000] {data_modification.py:83} INFO - Updated row with Video_ID: JPqWTvxQFls
[2026-08-18T18:37:22.369+0000] {data_modification.py:83} INFO - Updated row with Video_ID: J9C1LgSJeLo
[2026-08-18T18:37:22.372+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Sm8vGzQFpzA
[2026-08-18T18:37:22.377+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 5jlAFt84v7o
[2026-08-18T18:37:22.380+0000] {data_modification.py:83} INFO - Updated row with Video_ID: _fjGrnKm1EA
[2026-08-18T18:37:22.389+0000] {data_modification.py:83} INFO - Updated row with Video_ID: YoK-sJPz2rI
[2026-08-18T18:37:22.394+0000] {data_modification.py:83} INFO - Updated row with Video_ID: YcGXViwXItM
[2026-08-18T18:37:22.400+0000] {data_modification.py:83} INFO - Updated row with Video_ID: q-hvHek0kp4
[2026-08-18T18:37:22.404+0000] {data_modification.py:83} INFO - Updated row with Video_ID: D7a1cpDmC5w
[2026-08-18T18:37:22.408+0000] {data_modification.py:83} INFO - Updated row with Video_ID: _klirwpR8DQ
[2026-08-18T18:37:22.411+0000] {data_modification.py:83} INFO - Updated row with Video_ID: OK4AgsFR4NE
[2026-08-18T18:37:22.414+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 7AgxgbTc4K0
[2026-08-18T18:37:22.417+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 1PPbbbkz7lU
[2026-08-18T18:37:22.420+0000] {data_modification.py:83} INFO - Updated row with Video_ID: ybW2-c0D2PU
[2026-08-18T18:37:22.424+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 3BgIqFB09Ec
[2026-08-18T18:37:22.429+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Qv4BdSIWHUY
[2026-08-18T18:37:22.433+0000] {data_modification.py:83} INFO - Updated row with Video_ID: lx2crBcZvf4
[2026-08-18T18:37:22.437+0000] {data_modification.py:83} INFO - Updated row with Video_ID: wfRBGFmsMdw
[2026-08-18T18:37:22.440+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 6H5SYyRkZkg
[2026-08-18T18:37:22.444+0000] {data_modification.py:83} INFO - Updated row with Video_ID: f_7Ty2m7H8w
[2026-08-18T18:37:22.447+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 0lKJaD_NYf4
[2026-08-18T18:37:22.450+0000] {data_modification.py:83} INFO - Updated row with Video_ID: YRkHKxwM7uk
[2026-08-18T18:37:22.453+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 0zCFiKIx5x0
[2026-08-18T18:37:22.456+0000] {data_modification.py:83} INFO - Updated row with Video_ID: N6O8FkknwdM
[2026-08-18T18:37:22.460+0000] {data_modification.py:83} INFO - Updated row with Video_ID: cVU8tI0K7yw
[2026-08-18T18:37:22.463+0000] {data_modification.py:83} INFO - Updated row with Video_ID: ov9Kepoz0rs
[2026-08-18T18:37:22.466+0000] {data_modification.py:83} INFO - Updated row with Video_ID: emG_KnLGNDY
[2026-08-18T18:37:22.469+0000] {data_modification.py:83} INFO - Updated row with Video_ID: WIi5d_hQuCQ
